33,JAWA TENGAH,3306,PURWOREJO,3306050,KALIGESING,2008,2008,11,675000000,0,0,0,2008-11-25 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3306,PURWOREJO,3306080,BAYAN,2008,2008,12,525000000,0,0,0,2008-12-09 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3309,BOYOLALI,3309120,NOGOSARI,2008,2008,12,437500000,0,0,0,2008-12-11 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3309,BOYOLALI,3309180,WONOSEGORO,2008,2008,12,520000000,0,0,0,2008-12-12 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3309,BOYOLALI,3309190,JUWANGI,2008,2008,12,175000000,0,0,0,2008-12-11 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3310,KLATEN,3310030,WEDI,2008,2008,11,300000000,0,0,0,2008-11-03 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3310,KLATEN,3310230,KEMALANG,2008,2008,11,250000000,0,0,0,2008-11-07 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3314,SRAGEN,3314200,JENAR,2008,2008,12,225000000,0,0,0,2008-12-03 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3315,GROBOGAN,3315180,TEGOWANU,2008,2008,12,240000000,0,0,0,2008-12-09 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316030,KRADENAN,2008,2008,12,80000000,0,0,0,2008-12-10 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316030,KRADENAN,2008,2008,11,160000000,0,0,0,2008-11-28 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316030,KRADENAN,2008,2008,11,160000000,0,0,0,2008-11-06 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316040,KEDUNGTUBAN,2008,2008,11,440000000,0,0,0,2008-11-06 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316040,KEDUNGTUBAN,2008,2008,11,440000000,0,0,0,2008-11-28 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316040,KEDUNGTUBAN,2008,2008,12,220000000,0,0,0,2008-12-10 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316080,BOGOREJO,2008,2008,11,280000000,0,0,0,2008-11-06 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316080,BOGOREJO,2008,2008,12,140000000,0,0,0,2008-12-10 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316090,JEPON,2008,2008,12,240000000,0,0,0,2008-12-10 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316090,JEPON,2008,2008,11,480000000,0,0,0,2008-11-06 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316090,JEPON,2008,2008,11,480000000,0,0,0,2008-11-28 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316120,TUNJUNGAN,2008,2008,11,0,0,0,0,2008-11-06 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316120,TUNJUNGAN,2008,2008,11,440000000,0,0,0,2008-11-28 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316120,TUNJUNGAN,2008,2008,12,220000000,0,0,0,2008-12-10 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316130,JAPAH,2008,2008,11,480000000,0,0,0,2008-11-06 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316130,JAPAH,2008,2008,11,480000000,0,0,0,2008-11-25 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316150,KUNDURAN,2008,2008,11,320000000,0,0,0,2008-11-06 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316150,KUNDURAN,2008,2008,11,320000000,0,0,0,2008-11-25 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3316,BLORA,3316150,KUNDURAN,2008,2008,12,160000000,0,0,0,2008-12-10 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3317,REMBANG,3317030,GUNEM,2008,2008,10,440000000,0,0,0,2008-10-28 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3318,PATI,3318010,SUKOLILO,2008,2008,11,3465000000,0,0,0,2008-11-03 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3318,PATI,3318010,SUKOLILO,2008,2008,11,1350000000,0,0,0,2008-11-24 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3321,DEMAK,3321010,MRANGGEN,2008,2008,11,3555000000,0,0,0,2008-11-26 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3321,DEMAK,3321110,KARANGANYAR,2008,2008,11,4345000000,0,0,0,2008-11-07 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3322,SEMARANG,3322070,BANYUBIRU,2008,2008,11,300000000,0,0,0,2008-11-27 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3322,SEMARANG,3322121,BANCAK,2008,2008,11,525000000,0,0,0,2008-11-27 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3325,BATANG,3325020,BANDAR,2008,2008,12,540000000,0,0,0,2008-12-02 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3325,BATANG,3325040,REBAN,2008,2008,12,270000000,0,0,0,2008-12-02 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3325,BATANG,3325050,BAWANG,2008,2008,12,405000000,0,0,0,2008-12-04 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3325,BATANG,3325060,TERSONO,2008,2008,12,540000000,0,0,0,2008-12-02 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3325,BATANG,3325070,GRINGSING,2008,2008,12,495000000,0,0,0,2008-12-04 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3325,BATANG,3325100,TULIS,2008,2008,12,540000000,0,0,0,2008-12-02 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3326,PEKALONGAN,3326010,KANDANGSERANG,2008,2008,11,262500000,0,0,0,2008-11-04 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3326,PEKALONGAN,3326020,PANINGGARAN,2008,2008,11,506250000,0,0,0,2008-11-07 00:00:00,\N,11/01/2012 02:57:18 PM
33,JAWA TENGAH,3326,PEKALONGAN,3326060,DORO,2008,2008,11,393750000,0,0,0,2008-11-04 00:00:00,\N,11/01/2012 02:57:18 PM
